State,State_abbr,FIPS,APIS_date,alcohol_togo_APIS_bars,alcohol_togo_APIS_rest,Spirits_togo_NABCA_bars,Spirits_togo_NABCA_rest,Doug's Notes for Differneces,Suggested_code_bar,Suggested_code_rest,UID,SID,SchoolName,BarName,RC_Masks_customer,RC_Masks_staff,RC_distance,Drink_Specials,alcohol_togo,Beer_Price,Vodka_price,Cigarettes_inside,Ecig_inside,City,togo_cat_raw,alcohol to-go Mixed Drinks Beer Wine,beer,wine,mixed_drinks,NABCA_spirits_bars,NABCA_spirits_rest
Louisiana,LA,22,9/11/2020,1,1,Yes,Yes,,1,1,460,55,Southeastern Louisiana University,Mariner's Inn,1,1,0,1,1,2.75,6.75,0,0,Hammond,all drinks,all drinks,1,1,1,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,76,81,University of Southern Maine,Bonfire Country Bar Portland,,,,,,,,,,Portland,,,,,,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,79,84,University of Maine,Woodman's Bar & Grill,1,1,1,1,1,6,7,0,0,Orono,,MW,0,1,1,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,113,119,University of Maine at Farmington,Dugout Bar & Grill,1,1,0,1,0,3.5,4,0,0,Farmington,,,0,0,0,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,219,84,University of Maine,Roost,,,,,,,,,,Orono,,,,,,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,254,119,University of Maine at Farmington,The Roost,,,,,,,,,,Farmington,,,,,,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,353,81,University of Southern Maine,Matthew's,,,,,,,,,,Portland,,,,,,1,1
Maine,ME,23,6/17/2020,1,1,Yes,Yes,,1,1,487,84,University of Maine,Margaritas Mexican Restaurant,1,1,1,1,1,2.5,6,0,0,Orono,,MB,1,0,1,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,65,70,University of Maryland- Baltimore County,Fish Head Cantina,1,1,1,1,0,4.25,6.54,0,0,Halethorpe,,N/A,0,0,0,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,96,101,University of Maryland - College Park,Town Hall Liquor & Bar,1,1,1,1,1,3.75,3.75,0,0,College Park,MBW,MBW,1,1,1,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,205,70,University of Maryland- Baltimore County,Coolahan's Pub,1,1,1,1,1,2,3.5,0,0,Halethorpe,,BW,1,1,0,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,236,101,University of Maryland - College Park,AMF College Park Lane,,,,,,,,,,College Park,,,,,,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,244,109,Towson University,Naco Mama's Towson,1,1,0,1,1,2,4,0,0,Towson,,margaritas and crushes,0,0,1,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,342,70,University of Maryland- Baltimore County,Jennings Café,1,1,1,1,1,3.75,3.5,0,0,Catonsville,mbw,mbw,1,1,1,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,473,70,University of Maryland- Baltimore County,Morsbergers Tavern LLC,1,1,0,0,1,4,4.75,0,0,Catonsville,b; canned beer to-go,b; canned beer to-go,1,0,0,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,504,101,University of Maryland - College Park,Cornerstone Grill & Loft,1,1,1,0,1,3.5,3.5,0,,College Park,MBW,MBW,1,1,1,1,1
Maryland,MD,24,6/12/2020,1,1,Yes,Yes,,1,1,511,109,Towson University,Lil Dicky's,,,,,,,,,,Towson,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,26,27,University of Massachusetts-Amherst,Murphy's Uptown Tavern,,,,,,,,,,Amherst,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,110,116,University of Massachusetts-Lowell,"Garcia Brogan's Cantina, Pub,",,,,,,,,,,Lowell,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,164,27,University of Massachusetts-Amherst,Hangar Pub and Grill,1,1,0,0,,,,,,Amherst,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,304,27,University of Massachusetts-Amherst,Spoke,,,,,,,,,,Amherst,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,385,116,University of Massachusetts-Lowell,Buck's Bar & Grill Ltd,0,0,0,,,,,,,Lowell,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,434,27,University of Massachusetts-Amherst,Old Town Tavern,,,,,,,,,,Amherst,,,,,,1,1
Massachusetts,MA,25,8/11/2020,1,1,Yes,Yes,,1,1,518,116,University of Massachusetts-Lowell,Worthen House,1,1,0,0,0,3,5,0,0,Lowell,,N/A,0,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,9,9,Wayne State University,Jolly Pumpkin Pizzeria & Brewery,1,1,1,0,1,6.5,8.5,0,0,Detroit,B,B,1,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,90,95,University of Michigan-Ann Arbor,HopCat,1,1,0,1,1,3,5,0,0,Ann Arbor,beer,beer,1,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,147,9,Wayne State University,Bad Luck Bar,,,,,,,,,,Detroit,,,,,,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,229,94,Michigan State University,Dublin Square,1,1,1,1,0,4.5,4,0,1,East Lansing,,N/A,0,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,230,95,University of Michigan-Ann Arbor,The Original Cottage Inn,1,1,1,1,0,4,4,0,0,Ann Arbor,,,0,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,288,9,Wayne State University,Z's Villa,1,1,1,1,0,2.95,7.5,0,0,Detroit,,,0,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,418,9,Wayne State University,Temple Bar,1,1,1,0,0,6,3.5,,,Detroit,,,0,0,0,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,497,94,Michigan State University,Mac's Bar,,,,,,,,,,East Lansing,,,,,,1,1
Michigan,MI,26,7/31/2020,1,1,Already Permitted,Already Permitted,,1,1,498,95,University of Michigan-Ann Arbor,Red Hawk Bar & Grill,1,1,0,1,1,4.2,6,0,0,Ann Arbor,bottles of wine and beer only,bottles of wine and beer only,1,1,0,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,60,64,University of Minnesota-Twin Cities,Stem Minneapolis,,,,,,,,,,Minneapolis,,,,,,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,133,140,Minnesota State University-Mankato,NaKato Bar & Grill,1,1,1,1,1,3,3.5,0,0,Mankato,,BW,1,1,0,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,275,140,Minnesota State University-Mankato,New Bohemia - Mankato,,,,,,,,,,Mankato,,,,,,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,404,140,Minnesota State University-Mankato,Bradley's on Stadium,,,,,,,,,,Mankato,,,,,,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,468,64,University of Minnesota-Twin Cities,The Pourhouse Dinkytown,1,1,0,1,0,3.5,4,0,0,Minneapolis,,,0,0,0,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,515,113,Saint Cloud State University,D.B. Searle,,,,,,,,,,St. Cloud,,,,,,1,1
Minnesota,MN,27,6/10/2020,1,0,Yes,Yes,"sources disagree, news articles from MN indicate a temp order was in place for wine and beer but not spirits at the time of our calls",1,1,538,140,Minnesota State University-Mankato,Spinners Bar,1,1,0,1,0,3.5,3.75,0,0,Mankato,,N/A,0,0,0,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,28,29,University of Mississippi,The Coop,,,,,,,,,,Oxford,,,,,,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,57,61,Mississippi State University,Moe's Original BBQ,1,1,1,1,1,4,4,0,0,Starkville,MBW,MBW,1,1,1,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,166,29,University of Mississippi,The Blind Pig Pub,1,1,0,1,0,3,5,0,0,Oxford,,,0,0,0,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,196,61,Mississippi State University,Rick's Café,1,1,0,1,0,2.75,3.5,0,0,Starkville,,,0,0,0,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,249,114,University of Southern Mississippi,Nick's Ice House,,,,,,,,,,Hattiesburg,,,,,,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,306,29,University of Mississippi,Round Table on the Square,,,,,,,,,,Oxford,,,,,,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,334,61,Mississippi State University,Hobie's on Main,,,,,,,,,,Starkville,,,,,,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,436,29,University of Mississippi,Rooster's Blues House,,,,,,,,,,Oxford,,,,,,1,1
Mississippi,MS,28,7/24/2020,1,0,Yes,Yes,"This one is messy, best I can tell wine was temp legal for togo with a food order, but that was rescinded in Dec 2020 (after our call time)",1,1,516,114,University of Southern Mississippi,Buffalo Wild Wings,0,0,1,1,0,3,3,0,0,Hattiesburg,,N/A,0,0,0,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,80,85,University of Missouri-St Louis,The Blockhouse Saloon,,,,,,,,,,St. Louis,,,,,,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,84,89,Missouri State University-Springfield,Martha's Vineyard,1,1,1,1,0,2,4,0,0,Springfield,,,0,0,0,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,220,85,University of Missouri-St Louis,Whalen's Bar & Restaurant,1,1,0,1,0,3,4,0,0,St. Louis,,,0,0,0,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,224,89,Missouri State University-Springfield,Dugout Bar,0,0,1,1,0,3,3,0,0,Springfield,,N/A,0,0,0,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,360,89,Missouri State University-Springfield,Mix Ultralounge,1,1,0,0,0,,,0,0,Springfield,,,0,0,0,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,488,85,University of Missouri-St Louis,Lowes Entertainment,,,,,,,,,,St. Louis,,,,,,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,492,89,Missouri State University-Springfield,Scotch & Soda,,,,,,,,,,Springfield,,,,,,1,1
Missouri,MO,29,5/4/2020,1,1,Already Permitted,Already Permitted,,1,1,508,105,University of Missouri-Columbia,AMF Town & Country Lane,1,1,1,1,0,4,5,0,0,Columbia,,,0,0,0,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,48,50,The University of Montana,Bodega,,,,,,,,,,Missoula,,,,,,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,104,110,Montana State University-Billings,The Loft Dance Club,1,1,0,0,0,5,4.5,0,0,Billings,,,0,0,0,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,186,50,The University of Montana,The Old Post,,,,,,,,,,Missoula,,,,,,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,217,82,Montana State University,Mixers Club,,,,,,,,,,Bozeman,,,,,,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,245,110,Montana State University-Billings,Rainbow Bar,1,1,1,0,0,3.5,3.5,0,0,Billings,,,0,0,0,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,325,50,The University of Montana,Missoula Club,1,1,1,0,1,2.75,3,0,0,Missoula,,,,,,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,354,82,Montana State University,Fatt Boy's Bar and Grill,,,,,,,,,,Bozeman,,,,,,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,456,50,The University of Montana,Press Box Sports Bar,1,1,1,0,1,5.5,6,0,0,Missoula,liquor,liquor,0,0,1,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,471,68,Northern Arizona University,Spectators Bar & Grill,1,1,1,1,1,4,3.5,0,0,Bozeman,MBW,MBW,1,1,1,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,485,82,Montana State University,Pub 317,1,1,1,1,0,3.5,4.5,0,0,Bozeman,,,0,0,0,1,1
Montana,MT,30,5/4/2020,1,1,Yes,Yes,,1,1,512,110,Montana State University-Billings,Holligan's FC Sport Bar,0,1,1,1,1,3.5,4,0,0,Billings,MBW,MBW,1,1,1,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,112,118,University of Nebraska-Lincoln,N-Zone,1,1,1,1,1,3.25,4.5,0,0,Lincoln,B,B,1,0,0,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,126,133,University of Nebraska at Kearney,Fanatics Sports Bar,0,0,0,0,1,3.75,4,0,0,Kearney,MBW,MBW,1,1,1,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,225,90,University of Nebraska at Omaha,DJ's Dugout Sports Bar- Miracle Hills,1,1,0,1,1,6.5,8,0,0,Omaha,b,b,1,0,0,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,253,118,University of Nebraska-Lincoln,Marz,,,,,,,,,,Lincoln,,,,,,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,268,133,University of Nebraska at Kearney,Cunninghams Journal,0,0,0,0,1,4,3.75,0,0,Kearney,M,M,0,0,1,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,361,90,University of Nebraska at Omaha,Barrett's Barleycorn Pub & Grill,1,1,0,1,0,3.5,5,0,0,Omaha,,bwm,1,1,1,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,397,133,University of Nebraska at Kearney,JD's,,,,,,,,,,Kearney,,,,,,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,493,90,University of Nebraska at Omaha,Fox & Hound,,,,,,,,,,Omaha,,,,,,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,519,118,University of Nebraska-Lincoln,McKinney's Irish Pub,1,1,0,1,1,3,3,0,0,Lincoln,B,B,1,0,0,1,1
Nebraska,NE,31,7/6/2020,1,1,Yes,Yes,,1,1,531,133,University of Nebraska at Kearney,Copperfields Bar,0,0,0,1,1,2.75,3,0,1,Kearney,B,B,1,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,22,23,University of Nevada- Las Vegas,The Garage,1,1,0,1,0,3.5,4,0,0,Las Vegas,,N/A,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,43,45,University of Nevada-Reno,1864 Tavern,1,1,0,1,0,,,0,0,Reno,,,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,68,73,Great Basin College,Desert Rose Gentlemen's Club and Legal Brothel,1,1,0,0,0,4.5,6,0,0,Elko,,,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,160,23,University of Nevada- Las Vegas,Ferraro's Italian Restaurant & Wine,1,1,1,1,0,5,10,0,0,Las Vegas,,N/A,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,181,45,University of Nevada-Reno,Shooters Saloon,,,,,,,,,,Reno,,,,,,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,208,73,Great Basin College,Silver Dollar Club,,,,,,,,,,Elko,,,,,,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,300,23,University of Nevada- Las Vegas,Dispensary Lounge,1,1,1,0,0,3.5,7,1,1,Las Vegas,,,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,345,73,Great Basin College,Duncan Littlecreek Gallery,1,1,1,0,1,4.5,5.5,0,0,Elko,MBW,MBW,1,1,1,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,430,23,University of Nevada- Las Vegas,Stake Out,1,1,1,1,0,4,,1,1,Las Vegas,,,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,451,45,University of Nevada-Reno,Doc Holidays,1,1,0,1,0,3,5,0,0,Reno,,N/A,0,0,0,1,1
Nevada,NV,32,7/10/2020,1,1,Varies by Locality,Varies by Locality,,1,1,476,73,Great Basin College,Tiki Hut,1,1,1,1,0,2.75,4,1,1,Elko,,,0,0,0,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,183,47,Keene State College,Margaritas,1,1,1,1,0,2,5,0,0,Keene,,,0,0,0,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,264,129,Plymouth State University,Lucky Dog Tavern & Grill,1,1,1,1,1,2.5,5.5,0,0,Plymouth,B,B,1,0,0,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,294,16,University of New Hampshire-Main Campus,Libby's Bar & Grill,1,1,1,0,0,4,5,0,0,Durham,,N/A,0,0,0,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,322,47,Keene State College,Cobblestone Ale House,,,,,,,,,,Keene,,,,,,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,424,16,University of New Hampshire-Main Campus,The Knot Irish Pub,,,,,,,,,,Durham,,,,,,1,1
New Hampshire,NH,33,8/21/2020,1,0,Yes,Yes,"NABCA site says yes for alc curbside, no to spirits, News articles agree with NABCA",1,1,453,47,Keene State College,Kilkenny Pub,,,,,,,,,,Keene,,,,,,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,73,78,Rowan University,Caesar's Lounge & Liquor,1,1,,1,1,,,,,Glassboro,MBW (liquor store),MBW (liquor store),1,1,1,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,101,106,Montclair State University,Public House 46,1,1,1,0,0,3.5,4,0,1,Clifton,,N/A,0,0,0,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,213,78,Rowan University,Chickie's & Pete's,1,1,1,0,1,2.75,4,0,0,Glassboro,MBW,MBW,1,1,1,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,447,41,Rutgers University-New Brunswick,Christopher's,,,,,,,,,,New Brunswick,,,,,,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,481,78,Rowan University,Landmark Americana-Glassboro,1,1,1,0,0,,,0,0,Glassboro,,,0,0,0,1,1
New Jersey,NJ,34,9/4/2020,1,1,Yes,Yes,,1,1,509,106,Montclair State University,Alexus Steakhouse & Tavern,1,1,,,1,,,1,1,Clifton,MBW,MBW,1,1,1,1,1
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,83,88,University of New Mexico-Main Campus,Carraro's & Joe's Place,,,,,,,,,,Albuquerque,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,153,15,Eastern New Mexico University-Main Campus,Dawg House,,,,,,,,,,Portales,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,223,88,University of New Mexico-Main Campus,Posh Nightculb,,,,,,,,,,Albuquerque,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,261,126,New Mexico State University-Main Campus,El Patio Bar,,,,,,,,,,Las Cruces,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,359,88,University of New Mexico-Main Campus,Albuquerque Press Club,,,,,,,,,,Albuquerque,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,392,126,New Mexico State University-Main Campus,Halo's,,,,,,,,,,Las Cruces,,,,,,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,491,88,University of New Mexico-Main Campus,Brickyard Pizza,1,1,0,1,0,3,6,0,0,Albuquerque,,N/A,0,0,0,0,0
New Mexico,NM,35,8/28/2020,0,0,For Food Only,For Food Only,"NABCA site has spirits marked no, food required refers to pick up of non-spirit alcohol, news articles agree with APIS",0,0,525,126,New Mexico State University-Main Campus,Lava Rock Lounge,,,,,,,,,,Las Cruces,,,,,,0,0
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,123,130,Stony Brook University,The Bench,1,1,1,1,0,12,7,0,0,Stony Brook,,,0,0,0,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,182,46,University at Buffalo-NY,Average Joe's,,,,,,,,,,Buffalo,,,,,,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,188,53,CUNY Hunter College,Luke's Bar & Grill,1,1,0,0,1,5,9,0,0,New York,,cocktails,0,0,1,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,265,130,Stony Brook University,Country Corner,1,1,1,1,0,6,4,0,0,Stony Brook,,N/A,0,0,0,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,321,46,University at Buffalo- NY,Westfield's,,,,,,,,,,Buffalo,,,,,,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,458,53,CUNY Hunter College,Russian Vodka Room,1,1,1,1,1,9,9,0,0,New York,MBW,MBW,1,1,1,1,1
New York,NY,36,7/17/2020,1,1,Yes,Yes,,1,1,528,130,Stony Brook University,Velvet Lounge,,,,,,,,,,Stony Brook,,,,,,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,40,42,North Carolina State University at Raleigh,C.Grace,,,,,,,,,,Raleigh,,,,,,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,58,62,University of North Carolina at Chapel Hill,Back bar,,,,,,,,,,Chapel Hill,,,,,,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,178,42,North Carolina State University at Raleigh,Hibernian Pub,1,1,0,1,0,3.5,4,0,0,Raleigh,,N/A,0,0,0,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,197,62,University of North Carolina at Chapel Hill,Linda's Bar & Grill,,,,,,,,,,Chapel Hill,,,,,,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,277,142,East Carolina University,Winlsow's Tavern,1,1,1,1,1,4.5,6,0,0,Greenville,,bw; unopend bw from the shop in the back,1,1,0,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,317,42,North Carolina State University at Raleigh,Sammy's Tap & Grill,1,1,1,1,0,2.5,4,0,0,Raleigh,,,0,0,0,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,406,142,East Carolina University,Carolina Ale House,1,1,1,0,0,,,0,1,Greenville,,N/A,0,0,0,1,1
North Carolina,NC,37,7/31/2020,1,1,Yes,Yes,,1,1,448,42,North Carolina State University at Raleigh,Flex,1,1,0,1,0,4,4.75,0,0,Raleigh,,,0,0,0,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,11,11,North Dakota State University-Main Campus,Buffalo Wild Wings,0,1,1,1,0,5,3,0,0,Fargo,,N/A,0,0,0,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,97,102,University of North Dakota,Crooked Pint & Ale House,0,0,1,1,0,3.5,4.5,0,0,Grand Forks,,,0,0,0,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,149,11,North Dakota State University-Main Campus,Applebee's Neighborhood Grill & Bar,1,1,1,1,0,4.79,4.99,0,0,Fargo,,,0,0,0,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,243,108,Bismarck State College,Stadium Sports Bar,,,,,,,,,,Bismarck,,,,,,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,373,102,University of North Dakota,Bonzer's Sandwich Pub,0,0,,1,1,4,3.5,0,0,Grand Forks,"mixed, bottles of beer/wine","mixed, bottles of beer/wine",1,1,1,1,1
North Dakota,ND,38,9/3/2020,0,0,Already Permitted,Already Permitted,Wine and beer seem to have always been permitted but not liquor,1,1,420,11,North Dakota State University-Main Campus,Sidestreet Grille & Pub,0,0,1,1,0,4,4,0,0,Fargo,,N/A,0,0,0,1,1
